North Square
Review,Rating,Date
"This was out third or fourth time here for the Sunday Jazz brunch.  We like it:  The music is good, the food is regular American, well presented breakfast and lunch options and it's quiet and respectful.  People actually listen to the music. And there are no too many people.  All around a win.  When the weather improves, we'll take a walk in the park.",4,"Dined on January 24, 2022"
North Square Jazz Brunch is excellent. The jazz is fabulous. So good to hear live music again,5,"Dined on January 17, 2022"
Very pleasant dining experience.  Good quality food and service.,4,"Dined on January 1, 2022"
"As always, the food and service are impeccable.",5,"Dined on December 18, 2021"
Always good. Reliable comfortable delicious,5,"Dined on December 15, 2021"
"They accepted a dinner reservation for 8:15 but apparently wanted to close by 9 and were passive-aggressively rushing us to get out by reminding us the kitchen was closing, constantly coming & going from our enclosed outside area and leaving the door open in the cold every time they left so we had to get up and close it, etc.  The food was just OK and they would not entertain even basic requests to modify a menu item.  The space was clean and well decorated, but that's all I can say for the place.  It was a really disappointing holiday dinner for me & a friend.",1,"Dined on December 15, 2021"
"Very disappointing host and seating; even with reservation, and other seating available, we were given the worst table possible, alongside swinging doors to the restrooms; Host never even stopped by to offer to change seating. House staff needs to be more attentive to wearing masks. Our server, Chaz (or Taz) most attentive and helpful; food quality, value and presentation good, as well.",2,"Dined on December 14, 2021"
Great food! Jazz band was fantastic. Service can be a not more attentive.,5,"Dined on December 12, 2021"
Food and service were both great.,5,"Dined on December 12, 2021"
"excellent place to dine with a friend.. good social distancing, quiet enough for conversation, good food and service, nice atmosphere, well priced..",5,"Dined on December 12, 2021"
"North Square offers consistently great food.  Glad the restaurant survived Covid.
Another plus is that the restaurant is quiet and so we can hear each other and have a conversation.",5,"Dined on December 9, 2021"
"We had a lovely meal and very good experience celebrating a reunion of friends meeting face to face.. atmosphere, food and service were all excellent",5,"Dined on December 8, 2021"
Great place all around!,5,"Dined on December 7, 2021"
Amazing food! Had a great time,5,"Dined on December 4, 2021"
"This a reliable restaurant: nothing experimental, decent choice and pleasant, well-lit ambiance.",4,"Dined on November 27, 2021"
Food was outstanding and service was very good. Table was a little cramped for 4 people but that was the only minor complaint,4,"Dined on November 27, 2021"
"North Square never disappoints. It's comfortable and quiet--perfect for when you want to relax and just have some excellent food and wine. The staff are attentive, gracious, and helpful in offering suggestions and recommendations. Would recommend.",5,"Dined on November 26, 2021"
"I really love the unique twists given to dishes by North Square Chef Yoel Cruz. The harvest salad with crunchy breadcrumbs sprinkled atop roasted vegetables on a bed of  deliciously and delicately dressed greens--was a first to me Thanksgiving 2020. Now I see other restaurants copying this creation. I love his lamb burger with homemade pickles, his calamari with its special tangy sauce, his eggs McDougal with spinach and smoked salmon, his caesar kale salad with mini croustades serving as croutons...I could go on. Suffice to say Chef Yoel's special touch makes North Square a must for dining in the Big Apple.",4,"Dined on November 26, 2021"
"Great place for a quiet, pleasant, tasty meal. Service is respectful, friendly, and unobtrusive.",5,"Dined on November 24, 2021"
"Despite it being one of the coldest days of the year, a friend and I enjoyed lunch in the outdoor dining area in front of the hotel. Service was polite and attentive and our food, a roast turkey sandwich with sliced apples and cheese and a vegan curry vegetable dish were delicious. My one suggestion would be to add an omelet or frittata to the lunch options. We were too full for dessert, but enjoyed cappuccinos.",4,"Dined on November 23, 2021"
"The service , food and staff were all attentive and wonderful. A favorite place to go for all occasions.",5,"Dined on November 22, 2021"
Enjoyed our meal and excellent service.,5,"Dined on November 15, 2021"
"Came with friends on a Sunday afternoon.  Live jazz, not too loud which made it comfortable to have a conversation.  Service and food were both good.  This is a good neighborhood restaurant.",5,"Dined on November 8, 2021"
We went to North Square for the Jazz Brunch in the Lounge.  The music was excellent and was a nice background for our brunch.  The price fixe for brunch is $22 which include a Bloody Mary or a Mimosa and coffee or tea.  Two of our group had the omlet and one had the eggs benedict with salmon and spinach.  All were excellent.  I look forward to returning again for the Jazz Brunch.,4,"Dined on November 7, 2021"
"We went to North Square for the jazz brunch and we were thrilled all around -- great music/performers, great food, and great ambience. We will definitely be going back!",5,"Dined on November 7, 2021"
"The food was delicious. Suitable for both conservative and innovative eaters. We ate outside in a heated, enclosed booth, a wonderful pandemic innovation.
I'll be back.",5,"Dined on November 3, 2021"
"Had a lovely lunch with a friend at North Square's outdoor dining area. Despite being a cold day we were very comfortable as there was heating provided. Service was excellent. While the addition of an omelette to the menu would be appreciated, we found the mushroom quesadilla and the roast turkey sandwich flavorful and enjoyable. (Although the former had an unexpected kick even w/out the spicy crema on the side.) Happy to recommend the outdoor eating experience at this restaurant.",4,"Dined on November 3, 2021"
Great food. Servers were awesome but a little slow.,5,"Dined on October 30, 2021"
Wonderful jazz brunch and excellent service. The trio was terrific.,5,"Dined on October 24, 2021"
Great jazz brunch but it would be nice if more than two options were available for the omelette.,5,"Dined on October 24, 2021"
"Sophisticated flavors, perfectly cooked roast duck with succulent kombucha, attentive service",5,"Dined on October 24, 2021"
"One if the worst places I’ve been, service extremely slow, unattentive and incompetent staff 

Felt like a diner not a restaurant",1,"Dined on October 23, 2021"
